STUDENT_ID,FISCAL_YEAR,RETAINED,SEX_CODE,IPEDS_RACE_CODE,HS_GPA
1477,FY21,N,M,8,3.292769173
1478,FY20,Y,F,9,2.961327757
1479,FY22,N,F,6,2.783883506
1480,FY24,Y,M,2,3.344890732
1481,FY22,N,M,7,2.818873332
1482,FY21,Y,M,9,2.894444484
1483,FY23,N,F,9,2.214764325
1484,FY21,N,M,4,4
1485,FY24,Y,F,8,3.123355138
1486,FY20,Y,F,7,2.673243065
1487,FY24,Y,F,7,3.116512972
1488,FY23,Y,F,4,3.379698241
1489,FY22,N,M,6,3.339293266
1490,FY22,Y,F,3,3.378634138
1491,FY21,Y,M,7,4
1492,FY20,Y,M,5,3.430751014
1493,FY24,Y,F,3,3.076138688
1494,FY22,Y,M,5,2.574792691
1495,FY20,N,F,9,4
1496,FY22,Y,F,7,3.916865345
1497,FY20,N,F,5,1.936763937
1498,FY24,N,F,5,3.640404438
1499,FY24,Y,F,8,2.707286433
1500,FY22,Y,F,4,3.023289022
1501,FY23,Y,F,1,3.443554689
1502,FY23,Y,F,2,3.344671494
1503,FY21,N,M,4,3.114039682
1504,FY21,Y,F,7,3.651371075
1505,FY23,Y,M,5,3.313701408
1506,FY22,Y,M,3,2.912466376
1507,FY21,Y,M,8,3.308906281
1508,FY22,N,M,4,3.057130735
1509,FY24,Y,F,8,3.091323749
1510,FY23,Y,F,5,2.81213239
1511,FY21,Y,F,6,2.943714057
1512,FY22,N,M,1,2.721047174
1513,FY20,Y,F,9,2.515083829
1514,FY24,N,M,6,3.182017976
1515,FY21,Y,M,2,2.504979339
1516,FY22,Y,M,8,2.729006255
1517,FY20,N,F,1,2.991956989
1518,FY21,Y,M,5,3.510328366
1519,FY21,Y,F,1,2.900209132
1520,FY24,N,F,9,2.786581248
1521,FY22,N,F,3,3.665494233
1522,FY21,Y,M,8,2.637241925
1523,FY24,N,F,6,3.057137652
1524,FY20,N,M,7,3.515137039
1525,FY23,N,M,8,3.60102299
1526,FY21,N,F,2,2.47744157
1527,FY24,N,F,2,2.574733809
1528,FY21,N,M,2,2.573095926
1529,FY24,N,F,3,3.550123571
1530,FY20,Y,F,6,2.393759301
1531,FY24,N,F,8,3.583586579
1532,FY23,Y,F,3,2.415426768
1533,FY23,Y,F,2,3.464890813
1534,FY20,Y,F,1,2.247745733
1535,FY24,Y,F,6,2.524258299
1536,FY23,N,F,7,3.134894026
1537,FY22,N,F,7,2.868789905
1538,FY22,Y,F,6,3.922687905
1539,FY20,Y,F,1,3.163641539
1540,FY24,Y,F,1,3.686082726
1541,FY24,Y,M,9,3.599716132
1542,FY21,N,F,9,3.633084223
1543,FY21,N,M,2,3.76169743
1544,FY23,N,F,9,2.86306624
1545,FY21,Y,M,1,3.123651079
1546,FY22,Y,M,8,3.353393404
1547,FY23,Y,F,6,3.117862467
1548,FY22,Y,F,4,3.249859842
1549,FY20,Y,M,4,3.733507452
1550,FY23,N,M,6,3.093448691
1551,FY24,Y,M,3,2.520529943
1552,FY24,Y,M,2,3.097929774
1553,FY20,Y,F,2,3.709912881
1554,FY23,Y,F,2,3.094312385
1555,FY24,N,M,1,3.375849348
1556,FY21,Y,M,9,3.879839323
1557,FY20,N,M,8,3.738566295
1558,FY21,Y,M,7,2.623319563
1559,FY23,N,M,2,2.809153236
1560,FY24,Y,F,8,3.564739679
1561,FY23,N,M,5,3.449113981
1562,FY20,N,M,9,2.388166249
1563,FY21,Y,F,6,3.415175857
1564,FY24,N,F,8,3.749614522
1565,FY23,N,F,5,3.038611283
1566,FY20,N,M,4,3.170815997
1567,FY22,Y,F,2,3.447188873
1568,FY22,Y,F,3,4
1569,FY20,N,F,4,3.558197987
1570,FY21,N,F,8,2.824609217
1571,FY22,Y,M,8,3.268990342
1572,FY23,Y,F,2,3.602289763
1573,FY24,Y,M,8,3.179096658
1574,FY21,Y,M,3,2.775209123
1575,FY21,Y,M,5,2.839000212
1576,FY22,Y,M,3,2.471740283
1577,FY24,Y,M,1,2.475819612
1578,FY20,Y,F,5,2.062059146
1579,FY22,Y,M,2,2.797936426
1580,FY23,N,M,8,2.393449916
1581,FY23,N,M,9,3.394768074
1582,FY24,Y,F,5,2.676403885
1583,FY24,Y,F,7,2.69151979
1584,FY20,Y,M,8,4
1585,FY21,N,F,7,2.584110833
1586,FY23,Y,M,2,2.868584172
1587,FY22,Y,M,2,3.418054764
1588,FY24,Y,F,4,3.803768381
1589,FY21,Y,M,7,3.744462389
1590,FY23,Y,F,8,3.15798624
1591,FY21,Y,M,5,3.482374767
1592,FY23,N,F,4,3.254896404
1593,FY23,Y,M,7,2.355981577
1594,FY20,Y,F,5,3.616359284
1595,FY23,Y,F,6,3.688701609
1596,FY20,Y,M,2,3.246874189
1597,FY24,Y,F,1,3.379288468
1598,FY21,Y,F,3,3.146393317
1599,FY23,Y,M,5,3.383169318
1600,FY23,Y,F,4,3.493022504
1601,FY23,N,F,6,2.567123594
1602,FY20,Y,F,9,4
1603,FY21,N,M,4,2.27266271
1604,FY24,Y,M,3,2.987635568
1605,FY20,Y,F,5,2.52992378
1606,FY24,Y,F,1,3.244690716
1607,FY21,Y,F,8,2.802306335
1608,FY23,N,M,2,3.369729638
1609,FY20,Y,M,4,3.188985899
1610,FY21,Y,M,7,3.184972377
1611,FY23,N,M,5,3.085992215
1612,FY20,N,F,4,2.903887938
1613,FY23,Y,M,2,3.204491474
1614,FY22,Y,M,6,3.242572866
1615,FY24,Y,F,2,2.861229507
1616,FY20,Y,M,6,2.912736615
1617,FY23,N,M,3,3.580112528
1618,FY24,Y,M,4,2.66466294
1619,FY22,Y,F,3,2.455284305
1620,FY24,Y,M,9,2.221588216
1621,FY23,Y,M,4,3.026923442
1622,FY24,Y,F,2,3.919129982
1623,FY23,Y,M,8,3.06141229
1624,FY20,Y,F,7,3.284539628
1625,FY22,Y,M,9,3.126277049
1626,FY23,Y,M,2,2.862406568
1627,FY23,Y,M,9,3.600603916
1628,FY22,N,F,3,3.392907972
1629,FY21,N,M,3,3.376633041
1630,FY20,Y,M,8,2.343843901
1631,FY21,Y,F,7,2.32571634
1632,FY23,Y,F,4,3.127905869
1633,FY22,Y,M,8,3.522015825
1634,FY21,Y,F,3,3.040129842
1635,FY24,Y,F,4,2.711222408
1636,FY23,Y,F,8,3.676602809
1637,FY24,Y,F,1,3.242949831
1638,FY24,N,F,1,3.09066109
1639,FY22,Y,M,7,3.272310544
1640,FY22,N,F,4,3.023209253
1641,FY20,Y,F,6,2.76903259
1642,FY21,N,F,2,4
1643,FY21,Y,F,3,3.10174636
1644,FY21,Y,F,3,2.881375175
1645,FY20,N,F,3,2.480136626
1646,FY24,N,M,8,1.843237669
1647,FY21,N,F,3,2.258845139
1648,FY20,Y,F,1,3.178153765
1649,FY20,Y,F,7,2.20818766
1650,FY22,Y,F,4,3.168618165
1651,FY20,Y,M,4,2.160153154
1652,FY22,Y,F,9,3.091012067
1653,FY21,N,F,6,2.930944405
1654,FY21,Y,F,5,2.626229595
1655,FY21,Y,M,7,3.058969437
1656,FY21,N,F,9,2.927659257
1657,FY22,Y,M,2,3.217919627
1658,FY23,Y,M,2,3.331512605
1659,FY22,Y,M,1,3.589650045
1660,FY23,Y,M,3,2.910692219
1661,FY21,Y,F,2,3.415059951
1662,FY23,Y,F,5,3.837936627
1663,FY24,Y,M,6,2.867182428
1664,FY21,N,F,2,3.076557296
1665,FY24,Y,M,2,3.054425471
1666,FY20,Y,M,8,2.309245164
1667,FY23,Y,M,7,2.97635001
1668,FY23,N,F,1,3.112343946
1669,FY24,Y,F,3,2.693052363
1670,FY22,N,F,7,2.975838519
1671,FY20,Y,F,9,2.105330788
1672,FY21,Y,F,3,3.615568986
1673,FY21,N,M,7,3.476775793
1674,FY24,Y,F,7,4
1675,FY23,Y,M,5,3.125915716
1676,FY24,Y,F,4,2.911497447
1677,FY23,Y,M,7,2.77843755
1678,FY23,Y,F,4,2.691992761
1679,FY24,Y,M,3,2.992844664
1680,FY24,Y,F,6,3.727872642
1681,FY21,N,F,3,3.217220198
1682,FY20,N,M,2,2.571320823
1683,FY24,Y,F,7,3.558261125
1684,FY20,N,M,7,2.860098231
1685,FY21,Y,M,1,3.838987957
1686,FY24,Y,M,6,2.360122215
1687,FY21,Y,M,5,2.630869277
1688,FY21,Y,F,5,3.068427862
1689,FY23,Y,F,4,2.68724479
1690,FY22,Y,F,8,2.37462271
1691,FY20,Y,M,4,2.872711199
1692,FY20,Y,M,7,2.278128819
1693,FY22,Y,F,9,2.541099466
1694,FY24,N,M,9,2.649106949
1695,FY22,Y,M,7,3.79900324
1696,FY24,N,F,4,3.921764199
1697,FY21,N,F,8,3.8309209
1698,FY21,Y,F,7,3.050488957
1699,FY21,Y,F,2,3.418225857
1700,FY20,N,M,4,3.109125952
1701,FY23,N,M,8,3.321447602
1702,FY21,Y,F,4,3.295723385
1703,FY22,Y,M,4,3.759423646
1704,FY20,N,M,7,3.041979899
1705,FY24,Y,F,2,3.452068187
1706,FY20,Y,F,3,2.286734271
1707,FY24,Y,F,5,2.30941243
1708,FY24,Y,M,8,3.020974387
1709,FY23,N,F,6,2.492480542
1710,FY24,N,M,3,2.970560264
1711,FY21,Y,M,7,4
1712,FY21,Y,F,8,3.206773106
1713,FY20,N,F,7,3.117143149
1714,FY24,N,F,6,3.235782954
1715,FY20,Y,F,9,3.661502469
1716,FY22,Y,F,4,3.117495439
1717,FY21,Y,M,3,2.775303525
1718,FY22,Y,M,9,2.462116484
1719,FY24,Y,F,2,3.012073699
1720,FY22,N,F,5,3.703304939
1721,FY20,Y,F,6,2.689851036
1722,FY22,N,F,1,3.153793602
1723,FY22,Y,M,4,3.224335821
1724,FY24,Y,F,3,3.431196346
1725,FY24,Y,F,5,3.87947638
1726,FY22,N,F,1,3.505906151
1727,FY24,N,F,6,3.303809175
1728,FY20,Y,F,7,2.911295361
1729,FY22,Y,F,9,2.547281491
1730,FY24,N,F,3,2.870137428
1731,FY24,Y,F,9,3.366454015
1732,FY22,Y,F,6,2.21152984
1733,FY21,Y,F,2,3.139356781
1734,FY23,N,F,9,2.786660133
1735,FY22,Y,M,8,2.332489341
1736,FY23,N,F,1,3.287141136
1737,FY22,Y,F,9,2.852952949
1738,FY24,N,F,4,2.942919411
1739,FY24,Y,M,9,2.987240456
1740,FY24,Y,M,6,3.819408115
1741,FY22,N,M,9,2.778608477
1742,FY20,Y,F,2,3.692006752
1743,FY21,N,F,8,3.542919989
1744,FY20,Y,F,5,3.677207201
1745,FY24,N,M,4,3.799414457
1746,FY23,Y,M,8,3.597707137
1747,FY22,Y,F,1,3.376109815
1748,FY24,Y,F,4,2.879203894
1749,FY21,Y,M,9,3.034490435
1750,FY20,Y,F,9,3.723479798
1751,FY23,N,F,8,2.919484238
1752,FY21,Y,M,3,3.32271887
1753,FY21,Y,F,9,2.942560362
1754,FY21,N,F,9,3.277318894
1755,FY24,Y,F,9,3.464478404
1756,FY20,Y,F,4,3.16765784
1757,FY22,N,F,8,2.916107758
1758,FY24,Y,F,9,3.434890025
1759,FY22,Y,F,2,2.760941387
1760,FY22,Y,F,4,3.195128547
1761,FY23,N,F,4,3.949927932
1762,FY24,N,M,4,3.163538726
1763,FY24,Y,F,8,4
1764,FY20,Y,F,1,2.687464425
1765,FY21,Y,M,7,2.742731942
1766,FY24,Y,F,5,3.636881859
1767,FY20,Y,M,8,3.386616608
1768,FY22,N,M,4,3.636421992
1769,FY24,Y,M,2,3.597128398
1770,FY20,Y,M,2,3.493651304
1771,FY20,Y,F,6,3.437504713
1772,FY24,N,M,7,4
1773,FY23,N,F,1,4
1774,FY22,Y,M,7,2.761798612
1775,FY22,N,M,3,3.682158701
1776,FY23,N,M,4,3.160741616
1777,FY21,Y,F,7,3.398573083
1778,FY24,Y,M,8,3.74837578
1779,FY24,Y,M,3,1.710948364
1780,FY21,N,F,7,3.00640568
1781,FY24,Y,F,3,2.508011099
1782,FY20,N,F,8,3.304043855
1783,FY22,Y,M,8,2.776929479
1784,FY23,Y,M,8,2.905991163
1785,FY23,N,F,1,3.316589994
1786,FY23,N,F,9,3.420759686
1787,FY23,N,F,3,3.183278223
1788,FY24,Y,F,1,3.444268944
1789,FY20,Y,F,8,2.994237636
1790,FY21,Y,F,8,2.363105433
1791,FY23,Y,F,8,3.01242838
1792,FY24,Y,M,2,3.13048565
1793,FY20,N,M,1,2.319076811
1794,FY24,Y,F,4,3.291837054
1795,FY20,Y,M,8,2.90064803
1796,FY22,N,M,8,2.423581569
1797,FY20,Y,M,5,2.199523228
1798,FY21,N,M,2,3.521288664
1799,FY21,Y,F,7,3.330123609
1800,FY24,N,M,7,3.321381332
1801,FY22,Y,F,8,3.122431311
1802,FY24,Y,M,6,3.074598742
1803,FY22,N,F,1,3.255745022
1804,FY22,N,F,6,3.719509313
1805,FY21,Y,M,8,2.992851041
1806,FY21,N,M,9,2.89382244
1807,FY20,Y,M,9,3.73002061
1808,FY21,N,M,6,3.67947984
1809,FY23,N,F,2,2.698373537
1810,FY22,Y,M,6,2.986390507
1811,FY20,Y,F,4,2.760606257
1812,FY24,Y,F,9,3.445178811
1813,FY21,N,F,1,3.16107026
1814,FY21,Y,F,7,3.375851065
1815,FY23,Y,F,8,3.387705247
1816,FY21,Y,M,5,2.899918965
1817,FY20,Y,M,4,2.73745472
1818,FY22,N,M,5,2.126856812
1819,FY22,Y,F,2,2.121119707
1820,FY24,N,F,5,2.569034673
1821,FY22,Y,M,8,2.877380097
1822,FY21,Y,F,4,3.251654269
1823,FY22,Y,F,9,3.066823707
1824,FY21,Y,F,4,2.893056665
1825,FY24,Y,F,4,3.028896043
1826,FY22,Y,F,3,3.004011381
1827,FY21,N,F,3,3.648813546
1828,FY21,N,M,2,1.933324692
1829,FY22,N,F,6,3.03305453
1830,FY23,Y,F,3,3.01375649
1831,FY20,Y,F,1,3.300227682
1832,FY21,Y,F,9,3.122283429
1833,FY21,Y,F,2,3.565426196
1834,FY20,N,F,6,3.190932915
1835,FY23,Y,M,8,2.449491095
1836,FY23,Y,M,8,3.12723078
1837,FY21,N,M,2,2.502187685
1838,FY21,Y,M,7,2.771800634
1839,FY20,Y,F,4,3.280211842
1840,FY23,N,M,1,3.073990565
1841,FY20,Y,M,1,2.998347033
1842,FY21,N,M,9,3.127677852
1843,FY21,Y,M,7,2.356950373
1844,FY22,Y,M,6,3.224731093
1845,FY23,N,M,2,2.714301199
1846,FY21,Y,F,6,2.628818417
1847,FY24,N,M,7,4
1848,FY20,N,F,7,3.388870329
1849,FY24,Y,F,9,3.283692584
1850,FY23,Y,F,3,3.333966508
1851,FY23,N,F,7,2.989800367
1852,FY20,N,F,2,3.675032078
1853,FY22,Y,F,6,3.12274617
1854,FY24,N,M,3,2.347605997
1855,FY22,N,F,2,3.305183409
1856,FY23,N,F,1,2.726441679
1857,FY20,Y,F,3,2.293982504
1858,FY20,N,F,8,3.382692368
1859,FY24,Y,M,6,3.194142676
1860,FY20,Y,F,6,2.181142198
1861,FY22,N,M,5,3.058035578
1862,FY21,N,M,7,3.471703995
1863,FY23,Y,M,5,3.563310334
1864,FY20,Y,F,8,3.360192939
1865,FY20,N,M,6,4
1866,FY24,N,F,8,2.529263665
1867,FY21,N,F,2,3.198420341
1868,FY20,N,M,9,3.397946859
1869,FY22,N,F,9,3.279169895
1870,FY20,Y,F,4,2.795300347
1871,FY24,Y,F,3,2.972060888
1872,FY24,Y,F,2,3.568732122
1873,FY20,Y,M,4,3.280473235
1874,FY20,Y,F,1,2.575820613
1875,FY23,Y,F,1,3.710037902
1876,FY24,N,M,5,2.790677216
1877,FY23,Y,M,9,3.508102988
1878,FY23,Y,F,8,2.915524129
1879,FY23,N,F,2,3.422960861
1880,FY24,Y,M,7,2.502484945
1881,FY23,Y,F,8,2.440244405
1882,FY22,N,F,7,3.1264823
1883,FY23,N,M,4,3.082323555
1884,FY21,Y,M,5,3.911819095
1885,FY21,Y,M,9,3.152607293
1886,FY23,N,F,2,2.681763785
1887,FY21,Y,F,8,3.79127391
1888,FY24,Y,M,5,3.692251734
1889,FY24,N,F,5,3.546493747
1890,FY22,Y,F,7,3.139981835
1891,FY22,Y,M,9,2.119125636
1892,FY22,Y,M,9,2.940861973
1893,FY21,Y,M,7,3.320329486
1894,FY20,N,M,9,2.290742223
1895,FY22,N,F,9,3.403742821
1896,FY23,Y,F,8,2.911812778
1897,FY23,N,M,1,2.834645394
1898,FY20,Y,F,2,3.802830118
1899,FY24,Y,F,8,2.712801593
1900,FY23,Y,M,9,2.657416635
1901,FY23,N,F,9,3.044330714
1902,FY24,Y,F,9,2.637019995
1903,FY21,N,F,5,3.097653877
1904,FY24,Y,M,4,3.041986986
1905,FY20,N,F,4,3.443740609
1906,FY21,N,M,2,2.866173229
1907,FY21,N,F,6,2.332114661
1908,FY22,N,M,2,3.075789216
1909,FY23,N,F,1,3.526571124
1910,FY22,Y,F,8,3.234900464
1911,FY24,N,F,3,3.783083958
1912,FY23,N,M,4,2.837838496
1913,FY21,N,M,5,3.698616652
1914,FY20,Y,M,8,2.969373289
1915,FY22,N,M,7,3.064445418
1916,FY22,Y,F,8,3.140539428
1917,FY21,Y,F,9,2.843633748
1918,FY20,Y,F,4,3.545103774
1919,FY24,Y,F,6,3.133192943
1920,FY20,Y,M,7,4
1921,FY22,Y,F,7,3.632953721
1922,FY24,Y,F,7,3.185742001
1923,FY20,Y,F,8,3.789336015
1924,FY24,Y,F,8,3.084674565
1925,FY24,Y,F,5,3.346782139
1926,FY22,N,F,5,2.97430797
1927,FY20,N,M,9,3.207714163
1928,FY20,Y,M,9,3.131049007
1929,FY23,N,F,1,3.237019056
1930,FY24,Y,F,1,3.609556268
1931,FY22,Y,F,8,2.871670459
1932,FY21,Y,F,5,2.593419144
1933,FY23,Y,F,7,2.297374023
1934,FY20,Y,F,3,2.806264667
1935,FY24,Y,F,1,2.740104889
1936,FY24,Y,M,9,3.27475581
1937,FY21,Y,M,7,2.79980835
1938,FY20,Y,F,3,3.063254979
1939,FY24,Y,M,9,3.663999671
1940,FY20,N,F,7,3.372806104
1941,FY24,Y,F,6,2.556867525
1942,FY21,Y,F,7,3.033652651
1943,FY20,N,F,8,2.877610102
1944,FY20,Y,F,2,3.582028698
1945,FY21,Y,F,8,3.115401408
1946,FY22,Y,F,6,2.465974276
1947,FY22,N,F,4,3.564812601
1948,FY24,Y,F,6,2.837421161
1949,FY24,N,M,4,2.100552796
1950,FY21,Y,F,8,3.002259414
1951,FY21,Y,F,2,3.037984669
1952,FY20,Y,F,9,3.902550718
1953,FY21,Y,F,8,3.371548142
1954,FY24,Y,M,3,2.755119917
1955,FY22,Y,F,2,3.313503234
1956,FY23,N,F,1,3.64750056
1957,FY24,Y,F,4,2.985569221
1958,FY21,Y,F,4,3.93600634
1959,FY20,Y,M,1,2.859761492
1960,FY24,Y,F,9,3.120702665
1961,FY20,Y,F,4,2.632703648
1962,FY21,Y,F,9,3.720627388
1963,FY24,Y,M,9,2.795876
1964,FY23,Y,M,4,2.509283114
1965,FY23,N,M,3,2.212196941
1966,FY20,N,F,4,2.876140541
1967,FY20,Y,M,9,3.360880757
1968,FY21,Y,F,7,3.662020311
1969,FY22,N,F,1,3.718870932
1970,FY22,Y,M,9,2.842966957
1971,FY20,N,F,6,3.404199311
1972,FY24,N,F,6,2.650178581
1973,FY22,Y,F,9,3.690926688
1974,FY20,N,F,7,3.214451407
1975,FY22,Y,F,8,2.964996235
1976,FY22,Y,M,6,3.310767273
1977,FY21,Y,M,5,2.891796889
1978,FY24,Y,F,2,2.91401585
1979,FY22,Y,F,1,2.672438303
1980,FY20,N,M,5,2.235659076
1981,FY22,N,F,8,3.795560272
1982,FY20,Y,F,5,2.310085919
1983,FY21,Y,M,4,3.236106034
1984,FY23,Y,M,1,3.678908226
1985,FY23,N,M,3,2.109591354
1986,FY20,Y,F,5,2.995307436
1987,FY23,Y,F,9,3.350649678
1988,FY24,N,M,4,2.648326861
1989,FY23,N,F,4,4
1990,FY20,N,F,8,2.512684548
1991,FY24,Y,M,1,2.945113533
1992,FY23,N,M,8,3.355577847
1993,FY22,Y,F,7,3.672482776
1994,FY20,N,M,8,3.164140642
1995,FY23,Y,F,1,2.098234904
1996,FY20,Y,M,7,2.908579357
1997,FY21,Y,M,4,2.08107278
1998,FY22,Y,M,6,3.148010333
1999,FY20,Y,F,9,2.972647245
2000,FY21,Y,F,3,3.595851753
2001,FY21,Y,M,7,3.660719461
2002,FY23,N,F,7,3.161858259
2003,FY20,Y,F,5,2.858890162
2004,FY22,N,M,2,2.713348573
2005,FY23,N,F,2,3.407449103
2006,FY20,N,M,6,2.99062008
2007,FY21,Y,M,3,3.915204238
2008,FY21,N,M,8,3.285341752
2009,FY21,Y,M,3,2.874338734
2010,FY20,N,F,6,3.278352056
2011,FY22,Y,F,7,2.814617458
2012,FY23,Y,F,4,3.556563889
2013,FY20,N,M,9,3.294320735
2014,FY20,N,M,5,4
2015,FY23,Y,F,7,2.826322997
2016,FY21,Y,F,3,2.213725056
2017,FY24,N,M,6,2.616705406
2018,FY23,N,F,1,3.55977693
2019,FY21,N,F,6,3.358487256
2020,FY23,Y,F,1,3.469847803
2021,FY22,N,F,6,3.583150664
2022,FY24,Y,F,6,3.011783908
2023,FY22,Y,F,7,3.853077356
2024,FY20,Y,F,4,3.735189141
2025,FY21,N,F,1,4
2026,FY23,N,F,4,2.588308615
2027,FY24,N,M,1,3.237326108
2028,FY20,Y,M,5,3.346813879
2029,FY23,Y,F,7,3.54996964
2030,FY22,N,F,3,2.783799295
2031,FY20,Y,F,3,3.740039466
2032,FY20,Y,F,1,3.266964499
2033,FY24,Y,M,4,2.374795785
2034,FY24,Y,M,3,2.905066872
2035,FY21,Y,M,3,3.06096462
2036,FY20,N,F,1,3.088458227
2037,FY21,N,F,3,3.183096221
2038,FY24,Y,F,8,2.820997305
2039,FY24,Y,F,8,3.306901174
2040,FY20,Y,F,8,2.81206182
2041,FY24,N,F,4,3.250826317
2042,FY21,N,F,5,2.877136475
2043,FY24,Y,F,9,2.436247733
2044,FY21,Y,F,4,4
2045,FY24,N,F,6,3.054504676
2046,FY24,Y,M,1,3.265412332
2047,FY23,Y,M,4,2.96655596
2048,FY23,Y,F,7,3.253413133
2049,FY20,Y,F,6,3.585470952
2050,FY22,Y,F,2,2.679650392
2051,FY23,Y,F,2,3.313305943
2052,FY21,N,F,6,3.623816015
2053,FY21,N,M,2,2.262827059
2054,FY23,Y,F,4,3.172413072
2055,FY21,Y,F,1,3.371953502
2056,FY21,Y,M,8,2.691331327
2057,FY22,N,M,6,3.040878086
2058,FY24,Y,F,8,2.745181913
2059,FY20,N,F,8,3.626127616
2060,FY22,N,M,1,3.436340861
2061,FY24,N,M,9,3.221943861
2062,FY20,Y,M,8,3.467807727
2063,FY21,Y,F,4,3.51693049
2064,FY23,N,F,9,3.126836734
2065,FY23,Y,F,6,2.916295011
2066,FY21,N,M,6,3.124380703
2067,FY21,Y,F,8,2.630250527
2068,FY24,Y,F,8,2.040353266
2069,FY21,N,M,4,2.643684562
2070,FY22,Y,F,6,2.890242541
2071,FY24,Y,F,2,3.318230364
2072,FY21,Y,F,5,2.327331394
2073,FY20,Y,M,6,2.188899541
2074,FY24,Y,M,1,3.649007206
2075,FY21,N,F,4,3.611200235
2076,FY21,Y,F,4,2.682548422
2077,FY20,N,F,3,2.227598929
2078,FY22,Y,F,8,3.025104602
2079,FY23,N,M,3,2.792799383
2080,FY21,N,F,2,2.627950893
2081,FY21,N,F,6,2.495281211
2082,FY24,Y,F,6,2.799538025
2083,FY20,Y,F,1,4
2084,FY23,Y,F,6,2.153418621
2085,FY22,Y,F,1,2.927482654
2086,FY21,Y,F,7,2.495240132
2087,FY20,Y,F,8,3.117298749
2088,FY21,Y,F,3,3.193593619
2089,FY21,N,F,5,2.803682449
2090,FY23,Y,M,9,2.069145094
2091,FY24,Y,M,5,2.934864006
2092,FY20,Y,F,9,3.759830416
2093,FY22,Y,F,7,3.140431266
2094,FY24,N,F,6,3.086639445
2095,FY21,N,M,1,2.740452528
2096,FY21,N,F,4,3.059118579
2097,FY20,Y,M,3,2.802173495
2098,FY20,N,F,2,3.706751786
2099,FY22,Y,M,4,3.217764349
2100,FY22,N,F,5,2.919934498
2101,FY24,N,F,2,2.821486547
2102,FY21,Y,M,6,3.778333713
2103,FY20,Y,F,1,2.205356546
2104,FY20,Y,M,3,3.125477644
2105,FY21,Y,M,1,2.701093642
2106,FY22,N,M,3,2.844029802
2107,FY24,N,M,9,3.35521851
2108,FY20,N,M,8,4
2109,FY20,Y,M,5,3.357851876
2110,FY23,Y,M,6,3.219270776
2111,FY20,N,M,2,3.042769537
2112,FY22,Y,F,6,3.448165846
2113,FY21,Y,F,5,2.767606427
2114,FY21,Y,F,1,3.764044669
2115,FY21,Y,F,7,3.266670091
2116,FY23,Y,F,5,3.353489306
2117,FY24,Y,M,9,2.966966049
2118,FY20,N,M,9,2.502447085
2119,FY23,Y,F,5,2.403419025
2120,FY23,N,F,7,3.196606768
2121,FY22,Y,M,6,2.824373189
2122,FY24,Y,F,2,2.253115879
2123,FY20,Y,M,9,3.397487909
2124,FY22,Y,M,9,2.928677582
2125,FY23,Y,F,2,2.702590194
2126,FY23,Y,M,4,1.964786626
2127,FY23,Y,M,7,3.587950012
2128,FY20,N,F,7,3.501885772
2129,FY22,N,F,6,4
2130,FY24,Y,F,4,2.871136866
2131,FY21,Y,F,7,2.597499271
2132,FY21,N,M,4,3.240139252
2133,FY23,Y,F,4,3.567077528
2134,FY24,N,F,4,3.194507569
2135,FY23,N,M,9,3.464589792
2136,FY21,Y,F,7,3.495720551
2137,FY21,N,F,4,2.753516316
2138,FY20,Y,F,3,2.730863001
2139,FY23,N,F,5,3.471885876
2140,FY23,N,F,1,3.484972007
2141,FY24,Y,M,1,3.118951375
2142,FY21,Y,F,5,3.631276331
2143,FY22,Y,M,2,2.987590519
2144,FY22,N,F,2,3.892685953
2145,FY23,Y,M,6,2.992514257
2146,FY21,N,F,8,3.376744333
2147,FY23,Y,F,7,3.539460128
2148,FY22,N,M,7,3.157433596
2149,FY23,Y,M,4,2.132654449
2150,FY20,Y,F,7,3.68877671
2151,FY20,N,M,6,3.631875972
2152,FY23,Y,F,7,2.876660862
2153,FY23,Y,M,1,3.525675348
2154,FY23,Y,M,3,1.961501093
2155,FY23,Y,F,1,2.846773589
2156,FY23,N,F,1,2.677249186
2157,FY20,Y,M,5,3.260606338
2158,FY23,N,F,4,2.746573003
2159,FY23,Y,F,4,2.542199262
2160,FY23,Y,F,3,3.244564233
2161,FY23,N,F,5,3.30541376
2162,FY22,Y,F,9,2.993132516
2163,FY24,N,F,3,2.953426136
2164,FY21,N,F,6,3.018603152
2165,FY22,Y,M,9,2.871271836
2166,FY24,N,M,7,2.779582553
2167,FY21,N,F,6,2.344382971
2168,FY20,Y,F,1,2.768893949
2169,FY24,N,F,5,3.275843942
2170,FY24,N,M,1,2.555337154
2171,FY21,Y,M,5,2.914976105
2172,FY23,Y,F,8,3.244027249
2173,FY23,Y,M,4,2.804890748
2174,FY22,N,F,9,3.137526937
2175,FY24,Y,F,8,2.711184326
2176,FY20,N,F,6,3.394468737
2177,FY24,N,F,7,2.645554208
2178,FY23,Y,M,9,3.711628681
2179,FY24,N,M,8,3.177829915
2180,FY23,Y,M,8,2.299425219
2181,FY22,Y,F,7,3.03976338
2182,FY24,Y,M,7,3.898091112
2183,FY23,N,M,1,2.872919473
2184,FY20,Y,M,8,3.837658007
2185,FY20,N,M,9,2.821991414
2186,FY24,Y,M,6,2.608354227
2187,FY23,Y,M,3,3.559844432
2188,FY20,N,M,3,3.547344974
2189,FY23,Y,F,9,2.380918792
2190,FY24,Y,F,2,2.493639321
